country,admin_level,orig,dest,day,age_min,age_max,sex,mob,mob_lower,mob_upper
UKR,1,UA12,UA01,28/02/2022,5,9,1,2.106106106,0,7
UKR,1,UA12,UA01,01/03/2022,5,9,1,87.15115115,18,241.2
UKR,1,UA12,UA01,26/02/2022,5,9,2,38.63263263,5.95,139
UKR,1,UA12,UA01,27/02/2022,5,9,2,3.166166166,0,13
UKR,1,UA12,UA01,28/02/2022,5,9,2,2.226226226,0,9
UKR,1,UA12,UA01,01/03/2022,5,9,2,27.51151151,5,76.15
UKR,1,UA12,UA01,26/02/2022,10,14,1,0.501501502,0,3.05
UKR,1,UA12,UA01,27/02/2022,10,14,1,1.174174174,0,6
UKR,1,UA12,UA01,28/02/2022,10,14,1,5.33033033,0,18
UKR,1,UA12,UA01,01/03/2022,10,14,1,2.082082082,0,7
UKR,1,UA12,UA01,26/02/2022,10,14,2,1.131131131,0,6
UKR,1,UA12,UA01,27/02/2022,10,14,2,4.392392392,0,16
UKR,1,UA12,UA01,28/02/2022,10,14,2,0.667667668,0,3
UKR,1,UA12,UA01,01/03/2022,10,14,2,0.374374374,0,2
UKR,1,UA12,UA05,26/02/2022,0,4,1,4.897897898,0,16
UKR,1,UA12,UA05,27/02/2022,0,4,1,4.438438438,0,14
UKR,1,UA12,UA05,28/02/2022,0,4,1,75.58758759,15,223.25
UKR,1,UA12,UA05,01/03/2022,0,4,1,371.3403403,76,1141.65
UKR,1,UA12,UA05,26/02/2022,0,4,2,6.571571572,0,22
UKR,1,UA12,UA05,27/02/2022,0,4,2,38.22822823,7,116.1
UKR,1,UA12,UA05,28/02/2022,0,4,2,8.576576577,1,29.05
UKR,1,UA12,UA05,01/03/2022,0,4,2,42.58458458,8,128.1
UKR,1,UA12,UA05,26/02/2022,5,9,1,10.84584585,1,37
UKR,1,UA12,UA05,27/02/2022,5,9,1,28.26026026,4,82.05
UKR,1,UA12,UA05,28/02/2022,5,9,1,120.5105105,27,363.2
UKR,1,UA12,UA05,01/03/2022,5,9,1,1.187187187,0,5.05
UKR,1,UA12,UA05,26/02/2022,5,9,2,212.7847848,39,677.9
UKR,1,UA12,UA05,27/02/2022,5,9,2,30.27927928,5,96.05
UKR,1,UA12,UA05,28/02/2022,5,9,2,18.22122122,3,53
UKR,1,UA12,UA05,01/03/2022,5,9,2,1.118118118,0,5
UKR,1,UA12,UA05,26/02/2022,10,14,1,4.653653654,0,17
UKR,1,UA12,UA05,27/02/2022,10,14,1,34.33033033,6,102
UKR,1,UA12,UA05,28/02/2022,10,14,1,0.312312312,0,2
UKR,1,UA12,UA05,01/03/2022,10,14,1,3.146146146,0,12
UKR,1,UA12,UA05,26/02/2022,10,14,2,26.67267267,4,85
UKR,1,UA12,UA05,27/02/2022,10,14,2,8.299299299,0,25
UKR,1,UA12,UA05,28/02/2022,10,14,2,1.374374374,0,6
UKR,1,UA12,UA05,01/03/2022,10,14,2,2.446446446,0,10
UKR,1,UA12,UA07,26/02/2022,0,4,1,3.901901902,0,14
UKR,1,UA12,UA07,27/02/2022,0,4,1,0.304304304,0,2
UKR,1,UA12,UA07,28/02/2022,0,4,1,91.63863864,17,318.4
UKR,1,UA12,UA07,01/03/2022,0,4,1,0.255255255,0,2
UKR,1,UA12,UA07,26/02/2022,0,4,2,1.473473473,0,6
UKR,1,UA12,UA07,27/02/2022,0,4,2,0.973973974,0,5
UKR,1,UA12,UA07,28/02/2022,0,4,2,1.563563564,0,7
UKR,1,UA12,UA07,01/03/2022,0,4,2,2.677677678,0,10
UKR,1,UA12,UA07,26/02/2022,5,9,1,6.372372372,0,21
UKR,1,UA12,UA07,27/02/2022,5,9,1,4.860860861,0,19
UKR,1,UA12,UA07,28/02/2022,5,9,1,4.648648649,0,17
UKR,1,UA12,UA07,01/03/2022,5,9,1,0.259259259,0,2
UKR,1,UA12,UA07,26/02/2022,5,9,2,0.226226226,0,2
UKR,1,UA12,UA07,27/02/2022,5,9,2,5.820820821,0,21
UKR,1,UA12,UA07,28/02/2022,5,9,2,0.951951952,0,5
UKR,1,UA12,UA07,01/03/2022,5,9,2,5.264264264,0,19
UKR,1,UA12,UA07,26/02/2022,10,14,1,29.90790791,5,101.05
UKR,1,UA12,UA07,27/02/2022,10,14,1,9.985985986,0.95,33
UKR,1,UA12,UA07,28/02/2022,10,14,1,0.697697698,0,3
UKR,1,UA12,UA07,01/03/2022,10,14,1,10.4974975,1,35
UKR,1,UA12,UA07,26/02/2022,10,14,2,1.383383383,0,6
UKR,1,UA12,UA07,27/02/2022,10,14,2,2.107107107,0,9
UKR,1,UA12,UA07,28/02/2022,10,14,2,1.82982983,0,7.05
UKR,1,UA12,UA07,01/03/2022,10,14,2,37.2002002,6,111.1
UKR,1,UA12,UA12,26/02/2022,0,4,1,6.004004004,0,21
UKR,1,UA12,UA12,27/02/2022,0,4,1,6.940940941,0,22
UKR,1,UA12,UA12,28/02/2022,0,4,1,0.865865866,0,4
UKR,1,UA12,UA12,01/03/2022,0,4,1,5.991991992,0,20
UKR,1,UA12,UA12,26/02/2022,0,4,2,8.628628629,0,30
UKR,1,UA12,UA12,27/02/2022,0,4,2,3.116116116,0,11
UKR,1,UA12,UA12,28/02/2022,0,4,2,4.77977978,0,18
UKR,1,UA12,UA12,01/03/2022,0,4,2,0.221221221,0,2
UKR,1,UA12,UA12,26/02/2022,5,9,1,0.532532533,0,3
UKR,1,UA12,UA12,27/02/2022,5,9,1,1.746746747,0,7
UKR,1,UA12,UA12,28/02/2022,5,9,1,3.568568569,0,14
UKR,1,UA12,UA12,01/03/2022,5,9,1,5.337337337,0,20
UKR,1,UA12,UA12,26/02/2022,5,9,2,1.319319319,0,5
UKR,1,UA12,UA12,27/02/2022,5,9,2,1.432432432,0,7
UKR,1,UA12,UA12,28/02/2022,5,9,2,0.305305305,0,2
UKR,1,UA12,UA12,01/03/2022,5,9,2,3.825825826,0,14
UKR,1,UA12,UA12,26/02/2022,10,14,1,32.05105105,5,99.05
UKR,1,UA12,UA12,27/02/2022,10,14,1,0.229229229,0,2
UKR,1,UA12,UA12,28/02/2022,10,14,1,0.835835836,0,4
UKR,1,UA12,UA12,01/03/2022,10,14,1,4.564564565,0,17
UKR,1,UA12,UA12,26/02/2022,10,14,2,0.445445445,0,3
UKR,1,UA12,UA12,27/02/2022,10,14,2,6.67967968,0,24.05
UKR,1,UA12,UA12,28/02/2022,10,14,2,1.807807808,0,8
UKR,1,UA12,UA12,01/03/2022,10,14,2,0.513513514,0,4
UKR,1,UA12,UA14,26/02/2022,0,4,1,16.54754755,2,53
UKR,1,UA12,UA14,27/02/2022,0,4,1,13.21121121,1,49.05
UKR,1,UA12,UA14,28/02/2022,0,4,1,8.482482482,0.95,27
UKR,1,UA12,UA14,01/03/2022,0,4,1,14.85885886,1,54.1
UKR,1,UA12,UA14,26/02/2022,0,4,2,0.278278278,0,2
UKR,1,UA12,UA14,27/02/2022,0,4,2,0.306306306,0,2
UKR,1,UA12,UA14,28/02/2022,0,4,2,2.439439439,0,9
UKR,1,UA12,UA14,01/03/2022,0,4,2,2.396396396,0,10
UKR,1,UA12,UA14,26/02/2022,5,9,1,0.677677678,0,4
UKR,1,UA12,UA14,27/02/2022,5,9,1,1.26026026,0,6
UKR,1,UA12,UA14,28/02/2022,5,9,1,0.285285285,0,2
UKR,1,UA12,UA14,01/03/2022,5,9,1,24.43543544,3,84
UKR,1,UA12,UA14,26/02/2022,5,9,2,0.245245245,0,2
UKR,1,UA12,UA14,27/02/2022,5,9,2,1.597597598,0,7
UKR,1,UA12,UA14,28/02/2022,5,9,2,0.640640641,0,3
UKR,1,UA12,UA14,01/03/2022,5,9,2,0.189189189,0,2
UKR,1,UA12,UA14,26/02/2022,10,14,1,4.837837838,0,18
UKR,1,UA12,UA14,27/02/2022,10,14,1,0.262262262,0,2
UKR,1,UA12,UA14,28/02/2022,10,14,1,9.981981982,1,33
UKR,1,UA12,UA14,01/03/2022,10,14,1,0.199199199,0,2
UKR,1,UA12,UA14,26/02/2022,10,14,2,0.241241241,0,2
UKR,1,UA12,UA14,27/02/2022,10,14,2,0.315315315,0,2
UKR,1,UA12,UA14,28/02/2022,10,14,2,1.078078078,0,5
UKR,1,UA12,UA14,01/03/2022,10,14,2,0.21021021,0,2
UKR,1,UA14,UA01,26/02/2022,0,4,1,1.126126126,0,6
UKR,1,UA14,UA01,27/02/2022,0,4,1,2.253253253,0,10
UKR,1,UA14,UA01,28/02/2022,0,4,1,207.7827828,41,650.35
UKR,1,UA14,UA01,01/03/2022,0,4,1,0.45045045,0,3
UKR,1,UA14,UA01,26/02/2022,0,4,2,0.545545546,0,3
UKR,1,UA14,UA01,27/02/2022,0,4,2,0.700700701,0,4
UKR,1,UA14,UA01,28/02/2022,0,4,2,5.850850851,0,19
UKR,1,UA14,UA01,01/03/2022,0,4,2,41.16716717,8,116
UKR,1,UA14,UA01,26/02/2022,5,9,1,1.974974975,0,9
UKR,1,UA14,UA01,27/02/2022,5,9,1,6.261261261,0,23
UKR,1,UA14,UA01,28/02/2022,5,9,1,2.293293293,0,8
UKR,1,UA14,UA01,01/03/2022,5,9,1,93.4994995,19.95,264.15
UKR,1,UA14,UA01,26/02/2022,5,9,2,41.59359359,6,148.1
UKR,1,UA14,UA01,27/02/2022,5,9,2,3.288288288,0,13.05
UKR,1,UA14,UA01,28/02/2022,5,9,2,2.437437437,0,9
UKR,1,UA14,UA01,01/03/2022,5,9,2,29.84084084,5,82.05
UKR,1,UA14,UA01,26/02/2022,10,14,1,0.572572573,0,4
UKR,1,UA14,UA01,27/02/2022,10,14,1,1.247247247,0,6
UKR,1,UA14,UA01,28/02/2022,10,14,1,5.695695696,0,19.05
UKR,1,UA14,UA01,01/03/2022,10,14,1,2.233233233,0,8
UKR,1,UA14,UA01,26/02/2022,10,14,2,1.236236236,0,6
UKR,1,UA14,UA01,27/02/2022,10,14,2,4.777777778,0,18
UKR,1,UA14,UA01,28/02/2022,10,14,2,0.685685686,0,3
UKR,1,UA14,UA01,01/03/2022,10,14,2,0.443443443,0,2.05
UKR,1,UA14,UA05,26/02/2022,0,4,1,4.855855856,0,16
UKR,1,UA14,UA05,27/02/2022,0,4,1,4.487487487,0,16
UKR,1,UA14,UA05,28/02/2022,0,4,1,74.96896897,17,219.2
UKR,1,UA14,UA05,01/03/2022,0,4,1,371.0830831,78.95,1154.8
UKR,1,UA14,UA05,26/02/2022,0,4,2,6.526526527,0,21
UKR,1,UA14,UA05,27/02/2022,0,4,2,38.25925926,6,116.05
UKR,1,UA14,UA05,28/02/2022,0,4,2,8.366366366,1,26
UKR,1,UA14,UA05,01/03/2022,0,4,2,42.38138138,8,131.1
UKR,1,UA14,UA05,26/02/2022,5,9,1,10.90690691,1,38
UKR,1,UA14,UA05,27/02/2022,5,9,1,28.27827828,4,84
UKR,1,UA14,UA05,28/02/2022,5,9,1,120.2852853,28,368.15
UKR,1,UA14,UA05,01/03/2022,5,9,1,1.155155155,0,5
UKR,1,UA14,UA05,26/02/2022,5,9,2,213.7687688,39.95,664.1
UKR,1,UA14,UA05,27/02/2022,5,9,2,30.22122122,5,89.15
UKR,1,UA14,UA05,28/02/2022,5,9,2,18.07107107,2.95,59
UKR,1,UA14,UA05,01/03/2022,5,9,2,1.122122122,0,6
UKR,1,UA14,UA05,26/02/2022,10,14,1,4.6996997,0,17
UKR,1,UA14,UA05,27/02/2022,10,14,1,34.22722723,6,105.05
UKR,1,UA14,UA05,28/02/2022,10,14,1,0.279279279,0,2
UKR,1,UA14,UA05,01/03/2022,10,14,1,3.213213213,0,12
UKR,1,UA14,UA05,26/02/2022,10,14,2,26.7047047,4,85
UKR,1,UA14,UA05,27/02/2022,10,14,2,8.415415415,0.95,27
UKR,1,UA14,UA05,28/02/2022,10,14,2,1.382382382,0,6
UKR,1,UA14,UA05,01/03/2022,10,14,2,2.422422422,0,10
UKR,1,UA14,UA07,26/02/2022,0,4,1,3.52952953,0,13
UKR,1,UA14,UA07,27/02/2022,0,4,1,0.244244244,0,2
UKR,1,UA14,UA07,28/02/2022,0,4,1,85.73473473,14.95,282.55
UKR,1,UA14,UA07,01/03/2022,0,4,1,0.247247247,0,2
UKR,1,UA14,UA07,26/02/2022,0,4,2,1.3003003,0,6
UKR,1,UA14,UA07,27/02/2022,0,4,2,0.960960961,0,5
UKR,1,UA14,UA07,28/02/2022,0,4,2,1.376376376,0,6
UKR,1,UA14,UA07,01/03/2022,0,4,2,2.505505506,0,10
UKR,1,UA14,UA07,26/02/2022,5,9,1,5.825825826,0,19.05
UKR,1,UA14,UA07,27/02/2022,5,9,1,4.594594595,0,17
UKR,1,UA14,UA07,28/02/2022,5,9,1,4.348348348,0,16.05
UKR,1,UA14,UA07,01/03/2022,5,9,1,0.236236236,0,2
UKR,1,UA14,UA07,26/02/2022,5,9,2,0.217217217,0,2
UKR,1,UA14,UA07,27/02/2022,5,9,2,5.477477477,0,19
UKR,1,UA14,UA07,28/02/2022,5,9,2,0.897897898,0,4
UKR,1,UA14,UA07,01/03/2022,5,9,2,5.12012012,0,19.05
UKR,1,UA14,UA07,26/02/2022,10,14,1,27.9039039,4,93.05
UKR,1,UA14,UA07,27/02/2022,10,14,1,9.365365365,0,31
UKR,1,UA14,UA07,28/02/2022,10,14,1,0.676676677,0,3
UKR,1,UA14,UA07,01/03/2022,10,14,1,9.848848849,1,32.05
UKR,1,UA14,UA07,26/02/2022,10,14,2,1.316316316,0,5.05
UKR,1,UA14,UA07,27/02/2022,10,14,2,1.996996997,0,8
UKR,1,UA14,UA07,28/02/2022,10,14,2,1.671671672,0,7.05
UKR,1,UA14,UA07,01/03/2022,10,14,2,34.51551552,5,108
UKR,1,UA14,UA12,26/02/2022,0,4,1,5.772772773,0,20
UKR,1,UA14,UA12,27/02/2022,0,4,1,7.005005005,0,24
UKR,1,UA14,UA12,28/02/2022,0,4,1,0.805805806,0,5
UKR,1,UA14,UA12,01/03/2022,0,4,1,5.988988989,0,21
UKR,1,UA14,UA12,26/02/2022,0,4,2,8.733733734,1,28
UKR,1,UA14,UA12,27/02/2022,0,4,2,3.125125125,0,12
UKR,1,UA14,UA12,28/02/2022,0,4,2,4.806806807,0,20.05
UKR,1,UA14,UA12,01/03/2022,0,4,2,0.226226226,0,2
UKR,1,UA14,UA12,26/02/2022,5,9,1,0.473473473,0,3
UKR,1,UA14,UA12,27/02/2022,5,9,1,1.766766767,0,8
UKR,1,UA14,UA12,28/02/2022,5,9,1,3.506506507,0,14
UKR,1,UA14,UA12,01/03/2022,5,9,1,5.305305305,0,18
UKR,1,UA14,UA12,26/02/2022,5,9,2,1.274274274,0,5
UKR,1,UA14,UA12,27/02/2022,5,9,2,1.449449449,0,6
UKR,1,UA14,UA12,28/02/2022,5,9,2,0.292292292,0,2
UKR,1,UA14,UA12,01/03/2022,5,9,2,3.82982983,0,14
UKR,1,UA14,UA12,26/02/2022,10,14,1,31.80580581,5,96.05
UKR,1,UA14,UA12,27/02/2022,10,14,1,0.256256256,0,2
UKR,1,UA14,UA12,28/02/2022,10,14,1,0.786786787,0,4
UKR,1,UA14,UA12,01/03/2022,10,14,1,4.657657658,0,17
UKR,1,UA14,UA12,26/02/2022,10,14,2,0.493493493,0,3
UKR,1,UA14,UA12,27/02/2022,10,14,2,6.530530531,0,23
UKR,1,UA14,UA12,28/02/2022,10,14,2,1.882882883,0,9
UKR,1,UA14,UA12,01/03/2022,10,14,2,0.500500501,0,3
UKR,1,UA14,UA14,26/02/2022,0,4,1,16.38638639,2,52.05
UKR,1,UA14,UA14,27/02/2022,0,4,1,13.07407407,1,53.1
UKR,1,UA14,UA14,28/02/2022,0,4,1,8.493493493,0,29.05
UKR,1,UA14,UA14,01/03/2022,0,4,1,14.65365365,1.95,53
UKR,1,UA14,UA14,26/02/2022,0,4,2,0.24024024,0,2
UKR,1,UA14,UA14,27/02/2022,0,4,2,0.289289289,0,2
UKR,1,UA14,UA14,28/02/2022,0,4,2,2.456456456,0,9
UKR,1,UA14,UA14,01/03/2022,0,4,2,2.504504505,0,10
UKR,1,UA14,UA14,26/02/2022,5,9,1,0.685685686,0,4
UKR,1,UA14,UA14,27/02/2022,5,9,1,1.294294294,0,6
UKR,1,UA14,UA14,28/02/2022,5,9,1,0.279279279,0,2
UKR,1,UA14,UA14,01/03/2022,5,9,1,24.25925926,3,86
UKR,1,UA14,UA14,26/02/2022,5,9,2,0.257257257,0,2
UKR,1,UA14,UA14,27/02/2022,5,9,2,1.624624625,0,7
UKR,1,UA14,UA14,28/02/2022,5,9,2,0.650650651,0,4
UKR,1,UA14,UA14,01/03/2022,5,9,2,0.211211211,0,2
UKR,1,UA14,UA14,26/02/2022,10,14,1,5.03003003,0,19
UKR,1,UA14,UA14,27/02/2022,10,14,1,0.251251251,0,2
UKR,1,UA14,UA14,28/02/2022,10,14,1,10.12912913,1,34
UKR,1,UA14,UA14,01/03/2022,10,14,1,0.19019019,0,2
UKR,1,UA14,UA14,26/02/2022,10,14,2,0.248248248,0,2
UKR,1,UA14,UA14,27/02/2022,10,14,2,0.284284284,0,2
UKR,1,UA14,UA14,28/02/2022,10,14,2,1.044044044,0,4
UKR,1,UA14,UA14,01/03/2022,10,14,2,0.177177177,0,2
